verb_id,lex,scroll,book,chapter,verse_num,gcons_verb,gcons_verse,sign_info,stem,tense,gcons_clause,subject,complement,cmpl_lex,cmpl_translation,dir_he,cmpl_constr,cmpl_nt,cmpl_anim,cmpl_det,cmpl_indiv,cmpl_complex,motion_type,preposition_1,preposition_2,preposition_3,preposition_4,comments,reconstructed_verse,spatial_arg_type
48919_mt,BW>[,MT,Exodus,35,24,HBJ>W,KL MRJM TRWMT KSP W NXCT HBJ>W >T TRWMT JHWH W KL >CR NMY> >TW <YJ CVJM L KL ML>KT H <BDH HBJ>W,,hif,perf,KL HBJ>W >T TRWMT JHWH,KL,no complement,no complement,,,,,,,,,,,,,,,,
48935_mt,BW>[,MT,Exodus,35,24,HBJ>W,KL MRJM TRWMT KSP W NXCT HBJ>W >T TRWMT JHWH W KL >CR NMY> >TW <YJ CVJM L KL ML>KT H <BDH HBJ>W,,hif,perf,W KL HBJ>W,KL,no complement,no complement,,,,,,,,,,,,,,,,
48919_lxx,,LXX,Exodus,35,24,,"καὶ πᾶς ὁ ἀφαιρῶν ἀφαίρεμα, ἤνεγκαν ἀργύριον καὶ χαλκόν, τὰ ἀφαιρέματα Κυρίῳ, καὶ παρ’ οἷς εὑρέθη ξύλα ἄσηπτα εἰς πάντα τὰ ἔργα τῆς παρασκευῆς ἤνεγκαν.",,,,,,,,,,,,,,,,,,,,,,,
48935_lxx,,LXX,Exodus,35,24,,"καὶ πᾶς ὁ ἀφαιρῶν ἀφαίρεμα, ἤνεγκαν ἀργύριον καὶ χαλκόν, τὰ ἀφαιρέματα Κυρίῳ, καὶ παρ’ οἷς εὑρέθη ξύλα ἄσηπτα εἰς πάντα τὰ ἔργα τῆς παρασκευῆς ἤνεγκαν.",,,,,,,,,,,,,,,,,,,,,,,
48945_mt,BW>[,MT,Exodus,35,25,JBJ>W,W KL >CH XKMT LB B JDJH VWW W JBJ>W MVWH >T H TKLT W >T H >RGMN >T TWL<T H CNJ W >T H CC,,hif,wayq,W JBJ>W MVWH >T H TKLT W >T H >RGMN >T TWL<T H CNJ W >T H CC,,no complement,no complement,,,,,,,,,,,,,,,,
48945_lxx,,LXX,Exodus,35,25,,"καὶ πᾶσα γυνὴ σοφὴ τῇ διανοίᾳ ταῖς χερσὶ νήθειν ἤνεγκαν νενησμένα, τὴν ὑάκινθον καὶ τὴν πορφύραν καὶ τὸ κόκκινον καὶ τὴν βύσσον ·",,,,,,,,,,,,,,,,,,,,,,,
48979_mt,BW>[,MT,Exodus,35,27,HBJ>W,W H NF>M HBJ>W >T >BNJ H CHM W >T >BNJ H ML>JM L >PWD W L XCN,,hif,perf,W H NF>M HBJ>W >T >BNJ H CHM W >T >BNJ H ML>JM L >PWD W L XCN,H NF>M,no complement,no complement,,,,,,,,,,,,,,,,
48979_lxx,,LXX,Exodus,35,27,,καὶ οἱ ἄρχοντες ἤνεγκαν τοὺς λίθους τῆς σμαράγδου καὶ τοὺς λίθους τῆς πληρώσεως εἰς τὴν ἐπωμίδα καὶ τὸ λογεῖον,,,,,,,,,,,,,,,,,,,,,,,
49025_mt,BW>[,MT,Exodus,35,29,HBJ>,KL >JC W >CH >CR NDB LBM >TM L HBJ> L KL H ML>KH >CR YWH JHWH L <FWT B JD MCH HBJ>W BNJ JFR>L NDBH L JHWH,,hif,infc,L HBJ> L KL H ML>KH,,L KL H ML>KH,L KL/ H ML>KH/,for all the work,0.0,prep,occ,inanim,det,subs,complex,factive fictive,L,,,,not destination/origin,,other
49038_mt,BW>[,MT,Exodus,35,29,HBJ>W,KL >JC W >CH >CR NDB LBM >TM L HBJ> L KL H ML>KH >CR YWH JHWH L <FWT B JD MCH HBJ>W BNJ JFR>L NDBH L JHWH,,hif,perf,HBJ>W BNJ JFR>L NDBH L JHWH,BNJ JFR>L,L JHWH,L JHWH/,to Yahweh,0.0,prep,pers,anim,det,nmpr,simple,factive,L,,,,,,goal/recipient
49025_lxx,,LXX,Exodus,35,29,,"καὶ πᾶς ἀνὴρ καὶ γυνή, ὧν ἔφερεν ἡ διάνοια αὐτῶν εἰσελθόντας ποιεῖν πάντα τὰ ἔργα, ὅσα συνέταξε Κύριος ποιῆσαι αὐτὰ διά Μωυσῆ, ἤνεγκαν οἱ υἱοὶ Ἰσραὴλ ἀφαίρεμα Κυρίῳ.",,,,,,,,,,,,,,,,,,,,,,,
49038_lxx,,LXX,Exodus,35,29,,"καὶ πᾶς ἀνὴρ καὶ γυνή, ὧν ἔφερεν ἡ διάνοια αὐτῶν εἰσελθόντας ποιεῖν πάντα τὰ ἔργα, ὅσα συνέταξε Κύριος ποιῆσαι αὐτὰ διά Μωυσῆ, ἤνεγκαν οἱ υἱοὶ Ἰσραὴλ ἀφαίρεμα Κυρίῳ.",,,,,,,,,,,,,,,,,,,,,,,
49238_mt,BW>[,MT,Exodus,36,3,HBJ>W,W JQXW M L PNJ MCH >T KL H TRWMH >CR HBJ>W BNJ JFR>L L ML>KT <BDT H QDC L <FT >TH W HM HBJ>W >LJW <WD NDBH B BQR B BQR,,hif,perf,>CR HBJ>W BNJ JFR>L L ML>KT <BDT H QDC,BNJ JFR>L,no complement,no complement,,,,,,,,,,,,,,,,
49251_mt,BW>[,MT,Exodus,36,3,HBJ>W,W JQXW M L PNJ MCH >T KL H TRWMH >CR HBJ>W BNJ JFR>L L ML>KT <BDT H QDC L <FT >TH W HM HBJ>W >LJW <WD NDBH B BQR B BQR,,hif,perf,W HM HBJ>W >LJW <WD NDBH B BQR B BQR,HM,>LJW,>L,to him (Moses),0.0,prep,prps,anim,det,prsf,simple,factive,>L,,,,,,goal
49238_lxx,,LXX,Exodus,36,3,,"καὶ ἔλαβον παρὰ Μωυσῆ πάντα τὰ ἀφαιρέματα, ἃ ἤνεγκαν οἱ υἱοὶ Ἰσραὴλ εἰς πάντα τὰ ἔργα τοῦ ἁγίου ποιεῖν αὐτά, καὶ αὐτοὶ προσεδέχοντο ἔτι τὰ προσφερόμενα παρὰ τῶν φερόντων τὸ πρωΐ.",,,,,,,,,,,,,,,,,,,,,,,
49251_lxx,,LXX,Exodus,36,3,,"καὶ ἔλαβον παρὰ Μωυσῆ πάντα τὰ ἀφαιρέματα, ἃ ἤνεγκαν οἱ υἱοὶ Ἰσραὴλ εἰς πάντα τὰ ἔργα τοῦ ἁγίου ποιεῖν αὐτά, καὶ αὐτοὶ προσεδέχοντο ἔτι τὰ προσφερόμενα παρὰ τῶν φερόντων τὸ πρωΐ.",,,,,,,,,,,,,,,,,,,,,,,
49262_mt,BW>[,MT,Exodus,36,4,JB>W,W JB>W KL H XKMJM H <FJM >T KL ML>KT H QDC >JC >JC M ML>KTW >CR HMH <FJM,,qal,wayq,W JB>W KL H XKMJM,KL H XKMJM,no complement,no complement,,,,,,,,,,,,,,,,
49262_lxx,,LXX,Exodus,36,4,,"καὶ παρεγίνοντο πάντες οἱ σοφοὶ οἱ ποιοῦντες τὰ ἔργα τοῦ ἁγίου, ἕκαστος κατὰ τὸ αὐτοῦ ἔργον, ὃ εἰργάζοντο αὐτοί,",,,,,,,,,,,,,,,,,,,,,,,
49290_mt,BW>[,MT,Exodus,36,5,HBJ>,W J>MRW >L MCH L >MR MRBJM H <M L HBJ> M DJ H <BDH L ML>KH >CR YWH JHWH L <FT >TH,,hif,infc,L HBJ> M DJ H <BDH L ML>KH,,M DJ H <BDH,MN DJ/ H <BDH/,more than enough,0.0,prep,other,inanim,det,subs,complex,factive fictive,MN,,,,"the people bring more than enough, not destination/origin ",,source
49290_lxx,,LXX,Exodus,36,5,,"καὶ εἶπαν πρὸς Μωυσῆν · E ὅτι πλῆθος φέρει ὁ λαὸς κατὰ τὰ ἔργα, ὅσα συνέταξε Κύριος ποιῆσαι. E",,,,,,,,,,,,,,,,,,,,,,,
49331_mt,BW>[,MT,Exodus,36,6,HBJ>,W JYW MCH W J<BJRW QWL B MXNH L >MR >JC W >CH >L J<FW <WD ML>KH L TRWMT H QDC W JKL> H <M M HBJ>,,hif,infc,M HBJ>,,no complement,no complement,,,,,,,,,,,,,,,,
49331_lxx,,LXX,Exodus,36,6,,καὶ προσέταξε Μωυσῆς καὶ ἐκήρυξεν ἐν τῇ παρεμβολῇ λέγων · ἀνὴρ καὶ γυνὴ μηκέτι ἐργαζέσθωσαν εἰς τὰς ἀπαρχὰς τοῦ ἁγίου · καὶ ἐκωλύθη ὁ λαὸς ἔτι προσφέρειν.,,,,,,,,,,,,,,,,,,,,,,,
50000_mt,BW>[,MT,Exodus,37,5,JB>,W JB> >T H BDJM B VB<T <L YL<T H >RN L F>T >T H >RN,,hif,wayq,W JB> >T H BDJM B VB<T <L YL<T H >RN,,B VB<T <L YL<T H >RN,B H VB<T/ <L YL</ H >RWN/,in the rings on the sides of the ark,0.0,prep + prep,obj,inanim,det,subs,complex,factive fictive,B,<L,,,"put the poles into the rings, not horizontal motion?",,other
50000_lxx,,LXX,Exodus,37,5,,"καὶ ἐποίησαν τὸ καταπέτασμα τῆς θύρας τῆς σκηνῆς τοῦ μαρτυρίου ἐξ ὑακίνθου καὶ πορφύρας καὶ κοκκίνου νενησμένου καὶ βύσσου κεκλωσμένης, ἔργον ὑφάντου Χερουβίμ,",,,,,,,,,,,,,,,,,,,,,,,
50547_mt,BW>[,MT,Exodus,38,7,JB>,W JB> >T H BDJM B VB<T <L YL<T H MZBX L F>T >TW BHM NBWB LXT <FH >TW,,hif,wayq,W JB> >T H BDJM B VB<T <L YL<T H MZBX,,B VB<T,B H VB<T/,in/through the rings,0.0,prep,obj,inanim,det,subs,simple,factive fictive,B,,,,"he made the poles go through the rings, factive motion?",,other
50547_lxx,,LXX,Exodus,38,7,,"Χεροὺβ ἕνα ἐπί τὸ ἄκρον τοῦ ἱλαστηρίου τὸ ἓν καὶ Χεροὺβ ἕνα ἐπὶ τὸ ἄκρον τοῦ ἱλαστηρίου τὸ δεύτερον,",,,,,,,,,,,,,,,,,,,,,,,
51649_mt,BW>[,MT,Exodus,39,33,JBJ>W,W JBJ>W >T H MCKN >L MCH >T H >HL W >T KL KLJW QRSJW QRCJW BRJXW W <MDJW W >DNJW,,hif,wayq,W JBJ>W >T H MCKN >L MCH >T H >HL W >T KL KLJW QRSJW QRCJW BRJXW W <MDJW W >DNJW,,>L MCH,>L MCH=/,to Moses,0.0,prep,pers,anim,det,nmpr,simple,factive,>L,,,,,,goal
51902_mt,BW>[,MT,Exodus,40,4,HB>T,W HB>T >T H CLXN W <RKT >T <RKW W HB>T >T H MNRH W H<LJT >T NRTJH,,hif,perf,W HB>T >T H CLXN,,no complement,no complement,,,,,,,,,,,,,,,,
51911_mt,BW>[,MT,Exodus,40,4,HB>T,W HB>T >T H CLXN W <RKT >T <RKW W HB>T >T H MNRH W H<LJT >T NRTJH,,hif,perf,W HB>T >T H MNRH,,no complement,no complement,,,,,,,,,,,,,,,,
51902_lxx,,LXX,Exodus,40,4,,καὶ εἰσοίσεις τὴν τράπεζαν καὶ προθήσεις τὴν πρόθεσιν αὐτῆς καὶ εἰσοίσεις τὴν λυχνίαν καὶ ἐπιθήσεις τοὺς λύχνους αὐτῆς.,,,,,,,,,,,,,,,,,,,,,,,
51911_lxx,,LXX,Exodus,40,4,,καὶ εἰσοίσεις τὴν τράπεζαν καὶ προθήσεις τὴν πρόθεσιν αὐτῆς καὶ εἰσοίσεις τὴν λυχνίαν καὶ ἐπιθήσεις τοὺς λύχνους αὐτῆς.,,,,,,,,,,,,,,,,,,,,,,,
52211_mt,BW>[,MT,Exodus,40,21,JB>,W JB> >T H >RN >L H MCKN W JFM >T PRKT H MSK W JSK <L >RWN H <DWT K >CR YWH JHWH >T MCH,,hif,wayq,W JB> >T H >RN >L H MCKN,,>L H MCKN,>L H MCKN/,into the tabernacle,0.0,prep,topo,inanim,det,subs,simple,factive,>L,,,,,,goal
52211_lxx,,LXX,Exodus,40,21,,"καὶ προέθηκεν ἐπ’ αὐτῆς ἄρτους τῆς προθέσεως ἔναντι Κυρίου, ὃν τρόπον συνέταξε Κύριος τῷ Μωυσῇ.",,,,,,,,,,,,,,,,,,,,,,,
52388_mt,BW>[,MT,Exodus,40,32,B>M,B B>M >L >HL MW<D W B QRBTM >L H MZBX JRXYW K >CR YWH JHWH >T MCH,,qal,infc,B B>M >L >HL MW<D,,>L >HL MW<D,>L >HL/ MW<D/,into the tent of the assembly,0.0,prep,topo,inanim,det,subs,complex,factive,>L,,,,,,goal
52388_lxx,,LXX,Exodus,40,32,,"νεφέλη γὰρ ἦν ἐπὶ τῆς σκηνῆς ἡμέρας καὶ πῦρ ἦν ἐπ’ αὐτῆς νυκτὸς ἐναντίον παντὸς Ἰσραήλ, ἐν πάσαις ταῖς ἀναζυγαῖς αὐτῶν.",,,,,,,,,,,,,,,,,,,,,,,
52450_mt,BW>[,MT,Exodus,40,35,BW>,W L> JKL MCH L BW> >L >HL MW<D KJ CKN <LJW H <NN W KBWD JHWH ML> >T H MCKN,,qal,infc,L BW> >L >HL MW<D,,>L >HL MW<D,>L >HL/ MW<D/,into the tent of the assembly,0.0,prep,topo,inanim,det,subs,complex,factive,>L,,,,,,goal
